transaction_id,event_id,ticket_id,buyer_id,seller_id,ts,purchase_price,resale_price,transaction_type,fraud_pattern
a1098cde-a8f1-415b-9865-cbbc7d7b9e1f,e9c349e0-3602-48ac-90f1-bc81448aaa9e,ca939eb1-80b9-42e8-a700-cd0c03338ca3,61a73056-5114-4a97-89cb-c14823b1d124,00000000-0000-0000-0000-000000000001,2026-08-26T06:01:37.793634+00:00,284.59,0.0,Purchase,none
6484fc19-2ccb-4810-845c-5e8e9e0db415,edcd465e-3638-4821-b6e0-7cc06c52c49f,c096d407-736c-46f4-bd39-c013c8ba7631,944bad04-9161-4c6c-9f41-dfcfcdccb9d9,00000000-0000-0000-0000-000000000001,2026-08-26T06:01:41.493482+00:00,175.61,0.0,Purchase,none
3ebe83ed-bf73-4a79-a838-cd86bdde0018,8dcdcd03-969b-4662-8562-8059568cc69b,4e35f6b2-6886-40df-84e1-ba7ea164afe8,e9d6bb7e-361d-4014-b114-56de301c8db3,00000000-0000-0000-0000-000000000001,2026-08-26T06:02:23.143920+00:00,92.13,0.0,Purchase,none
887769a4-0fab-4439-a5b7-cd610873a9ec,b92da22b-21df-406f-8a0b-3c3336d8393a,2b3ab935-e674-4dde-8c64-7d9ccc22ed0d,a522f92f-4b20-46a2-aa1c-8b533e2e7201,00000000-0000-0000-0000-000000000001,2026-08-26T06:06:37.104142+00:00,282.59,0.0,Purchase,none
e5741d7f-2551-4917-8444-da1c9ca56cc4,fc377a4c-4a15-444d-85e7-ce8a3a578a8e,83bab568-86c3-4ec6-807a-2ac8be8dd112,fe3f5662-0468-4a4a-a1e5-835e3e9f069a,00000000-0000-0000-0000-000000000001,2026-08-26T06:08:22.914249+00:00,51.54,0.0,Purchase,none
5275fe00-2f84-475c-b4dd-0be936c2fe11,8dcdcd03-969b-4662-8562-8059568cc69b,4e22a736-59d2-40c8-a9af-e1da644f8afc,87a6c63c-65a1-4e9c-bb39-b8aa39d0eb01,00000000-0000-0000-0000-000000000001,2026-08-26T06:08:40.166448+00:00,92.13,0.0,Purchase,none
6adb8b8d-fff4-4269-9a1b-918a9a95f471,c0398710-8976-4334-a281-7efdae849217,a24b5c89-88e5-42ab-ba8c-2853d2cd4072,078c7f1d-2e65-4eb1-95f3-04a02de94792,00000000-0000-0000-0000-000000000001,2026-08-26T06:10:05.390013+00:00,102.04,0.0,Purchase,none
f24b66bd-c3f9-462f-b825-665e296031a3,ae270da7-02f0-4b90-b143-262fdc5c0eed,f2140dcf-f8f1-4ed5-9f25-60ee1479a79b,0e721365-a4e6-4afd-a6cc-d201335dc080,00000000-0000-0000-0000-000000000001,2026-08-26T06:10:25.337364+00:00,224.59,0.0,Purchase,none
5aa8c111-2202-455a-bb3a-fa7860bf54b5,474a493b-3ced-4f2d-839f-bc501223b513,e3f41f28-a9af-414a-9fab-ec5c5a418e1b,354f184e-5739-4b03-90e9-4dce6241cba3,00000000-0000-0000-0000-000000000001,2026-08-26T06:13:42.827764+00:00,210.62,0.0,Purchase,none
c8796644-ab18-42d8-bd8d-6104a4d68525,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,298f229f-8610-4316-90c5-475e3c270988,3286af00-2a8b-4289-9f19-297ebf86ad63,00000000-0000-0000-0000-000000000001,2026-08-26T06:15:09.434343+00:00,206.97,0.0,Purchase,none
c5e8dd87-74a1-437a-8e0e-c54ff7bfead4,580d7b71-d8f5-4413-9be6-128e18c26797,f9a72e90-8e23-475a-8a50-f7154ff7e127,86879aa9-14f5-43d0-8991-2032df85c777,00000000-0000-0000-0000-000000000001,2026-08-26T06:15:24.800648+00:00,193.01,0.0,Purchase,none
fa143e10-bcdc-42ac-bd29-990aaca54043,a28defe3-9bf0-4273-9247-6f57a5e5a5ab,fe9136f1-1646-47d2-99d3-4718d1655506,46586cb2-6fdb-4b51-af7b-80f1c2be7bac,00000000-0000-0000-0000-000000000001,2026-08-26T06:16:07.292447+00:00,76.21,0.0,Purchase,none
e1001711-d46b-4fd8-abc3-29eb1d9a7630,a28defe3-9bf0-4273-9247-6f57a5e5a5ab,d470097d-f61d-4919-b00d-445a26421cd3,48c3a59d-ec71-42e7-b028-eb2d5e9432d6,00000000-0000-0000-0000-000000000001,2026-08-26T06:16:24.059014+00:00,76.21,0.0,Purchase,none
f0bcc5e9-a1f9-42de-b701-36d3118d5e4e,fa5d3100-11b7-4948-90e6-e6607c69dee1,743fc803-5adf-4d78-b39e-aed6f439fa53,3c07c574-4925-4af1-b6aa-e05b13d5f2f7,00000000-0000-0000-0000-000000000001,2026-08-26T06:17:01.131164+00:00,235.36,0.0,Purchase,none
0786f404-5bb4-4dde-b83d-baadb8365905,4b22d308-1c8e-4ee9-9715-bd6fa4161293,75845ce3-7af5-43c7-beab-b6cd88f1ded9,029e435d-b0b6-45da-a8c1-8df945ca17af,00000000-0000-0000-0000-000000000001,2026-08-26T06:18:09.102491+00:00,147.39,0.0,Purchase,none
5d668bdc-faf2-4164-b913-04680178d0a5,972a8469-1641-4f82-8b9d-2434e465e150,b5d2eeb8-58bd-4cd3-8f15-5f8062c2791a,68a650ce-f7fb-48d5-8e28-a0886771dc17,00000000-0000-0000-0000-000000000001,2026-08-26T06:19:17.912929+00:00,143.92,0.0,Purchase,none
89bf9377-74c0-46ad-b1f3-329bed8082fe,474a493b-3ced-4f2d-839f-bc501223b513,000354b2-3f57-4008-b2f1-e6e301c5f550,be2d740a-1e9b-43bc-90c7-c006314d3441,00000000-0000-0000-0000-000000000001,2026-08-26T06:19:46.538535+00:00,210.62,0.0,Purchase,none
a7d4ca94-b438-43b8-a52d-d79107356d8a,ff50bde4-3825-47b8-9cab-cc97663f1c97,a50f3513-aac7-4a9c-93b0-ea0d520a6bce,c7569b9b-ca12-4556-b5cc-a86b92e92aa7,00000000-0000-0000-0000-000000000001,2026-08-26T06:19:48.084022+00:00,299.34,0.0,Purchase,none
ecf6be91-9973-4476-a8cc-725d340322e3,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,cfe3071f-cc8d-42ce-91d2-fd13a369b45c,f7a67b94-7b5a-411a-b1b6-4afed31edf1a,00000000-0000-0000-0000-000000000001,2026-08-26T06:21:32.724643+00:00,115.17,0.0,Purchase,none
09721838-0341-4f0d-8bad-e0b66a316f38,14296c07-f26b-4776-913e-4de2e0c53cb8,c198116b-f208-409d-875a-f445e9f41ee8,192bb3bc-e843-4f65-aef0-244b2c19ee3d,00000000-0000-0000-0000-000000000001,2026-08-26T06:21:43.868521+00:00,53.13,0.0,Purchase,none
e7241517-2cff-4e32-9345-c4a195f7186d,3e351128-7900-47f9-9382-9b43922fe15a,146db425-8568-4145-b804-da270f7993db,e645bb00-d3e6-4c21-b10b-394d6021a15b,00000000-0000-0000-0000-000000000001,2026-08-26T06:23:27.726704+00:00,241.85,0.0,Purchase,none
f57c6091-30ba-404f-9b9f-5e2e12d73016,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,5b13ca9b-e9ef-435b-bd07-0338e5153db8,f486a251-1414-4827-a632-c350ff712ff4,00000000-0000-0000-0000-000000000001,2026-08-26T06:26:01.776435+00:00,180.38,0.0,Purchase,none
dd356b29-5434-486f-b323-9a1ea2630319,5f987c71-a65e-488e-abf3-ad39fec21bbe,a6523b4c-fd32-458a-b336-4b59989ba3de,d4cd45a9-870d-4661-8e1c-0d4db2eb3819,00000000-0000-0000-0000-000000000001,2026-08-26T06:26:38.696675+00:00,148.29,0.0,Purchase,none
2b8ec49c-8129-4fe9-a44e-f594a5f29c93,7656af72-29d4-4eef-beab-edcbbaa80dd4,9cc4fb20-2f6c-4381-a78c-cf3c74afdcf7,8702f4ad-cca3-44c4-ae49-82cf7c239ebc,00000000-0000-0000-0000-000000000001,2026-08-26T06:27:52.879375+00:00,132.45,0.0,Purchase,none
4cf0325d-c8cc-40bc-a580-5bcbb14d94dd,759cde66-bacf-43d0-8b1f-9163ce9ff57f,fff77af6-577e-4175-acdd-30b48a369b23,bd717da3-3581-4632-94f5-df7005d2d205,00000000-0000-0000-0000-000000000001,2026-08-26T06:28:45.507898+00:00,174.78,0.0,Purchase,none
0856eabb-3ccf-4d55-bbaf-113e09fa8a56,c0398710-8976-4334-a281-7efdae849217,7d529c38-2c28-471b-a026-4185fd315a50,ecaf8800-ad8a-4364-a379-064fb241b95b,00000000-0000-0000-0000-000000000001,2026-08-26T06:30:08.829862+00:00,102.04,0.0,Purchase,none
4fbad3c1-21d7-45e2-ac79-1f3f65cb9b76,580d7b71-d8f5-4413-9be6-128e18c26797,adca3a79-6b60-4463-aee7-76e7ac1b6d47,57bcad3a-d0a1-4fe8-9f64-2a5317cba85d,00000000-0000-0000-0000-000000000001,2026-08-26T06:30:23.073154+00:00,193.01,0.0,Purchase,none
dba06693-e702-45a0-8770-fc7923cd83af,c0398710-8976-4334-a281-7efdae849217,22c495ce-7037-4c1e-afa1-4175fec86f57,8ccc9cea-109f-48ee-b5a4-720058f0dd23,00000000-0000-0000-0000-000000000001,2026-08-26T06:30:45.466412+00:00,102.04,0.0,Purchase,none
a2b3fe51-cf39-48cf-bb96-2ef833ab6ceb,bdd640fb-0667-4ad1-9c80-317fa3b1799d,8c13ea4e-9d60-4449-b328-b3a5d75dd61a,cea95510-54de-4c80-908d-13dff3dcd264,00000000-0000-0000-0000-000000000001,2026-08-26T06:31:03.596987+00:00,104.26,0.0,Purchase,none
15613a4c-2766-4a94-8fa3-bc52435af50f,c0398710-8976-4334-a281-7efdae849217,4f6fc3e6-75f9-4d14-974c-ff43587b9a74,2ba46308-7e77-46aa-8015-575691b0af07,00000000-0000-0000-0000-000000000001,2026-08-26T06:32:35.389924+00:00,102.04,0.0,Purchase,none
26431729-5441-4e3e-a2a1-29bfde43430a,3d4cbf37-4eb9-4eff-8e88-cb2dd4e80839,cae4da6b-99f0-4d9f-bd02-94d76e5c4203,fd28750f-5868-4a1b-accb-cb41d7b205e5,00000000-0000-0000-0000-000000000001,2026-08-26T06:32:51.601579+00:00,45.64,0.0,Purchase,none
6908843f-46be-4e46-a987-9557f2f5c498,405cacec-8774-49a9-b7d2-1e02ff01cf99,3a167059-3d21-46c8-8891-807ecffe9499,a484be3e-2191-490c-bc86-1a6af55db8b9,00000000-0000-0000-0000-000000000001,2026-08-26T06:33:20.884029+00:00,292.19,0.0,Purchase,none
8403b14d-04c1-4ff8-b6a9-1f2c8a3dbbc7,c241330b-01a9-471f-9e8a-774bcf36d58b,122c7314-2ce4-4bd2-a443-1c0174a41f33,a14923c2-f920-464c-8763-fcd01f15c7b6,00000000-0000-0000-0000-000000000001,2026-08-26T06:33:43.134276+00:00,247.57,0.0,Purchase,none
9885e2b5-ecba-4ab5-92e4-43ef6333cf58,4b22d308-1c8e-4ee9-9715-bd6fa4161293,5134baea-5a0f-48b3-9386-1047e1150321,da42698b-fbc0-43a8-8708-cf0f8b490e26,00000000-0000-0000-0000-000000000001,2026-08-26T06:34:14.639725+00:00,147.39,0.0,Purchase,none
5402befe-b881-42a6-908e-d5699b1986bc,edcd465e-3638-4821-b6e0-7cc06c52c49f,0285bcb2-520f-45a8-9544-0e358b14a67e,75566ff1-b91a-4e28-a1e6-8d3577c8c297,00000000-0000-0000-0000-000000000001,2026-08-26T06:35:30.233064+00:00,175.61,0.0,Purchase,none
7f862e6c-ec0f-4625-aa7d-f98d0356fed8,142c3fe8-60e7-4113-ac1b-8ca1f91e1d4c,e47ba9ee-f1ce-45ac-a413-b591112d8ea0,966be275-c2fe-4954-8dfd-9531302b7831,00000000-0000-0000-0000-000000000001,2026-08-26T06:36:47.275985+00:00,179.05,0.0,Purchase,none
eb25b11e-4bd4-485a-afb1-af4a38f5abdc,14296c07-f26b-4776-913e-4de2e0c53cb8,1884480f-bcc8-4ad2-b54d-803aea3a9ba5,62c57829-6210-4734-9ded-b8538658c2e5,00000000-0000-0000-0000-000000000001,2026-08-26T06:41:04.551377+00:00,53.13,0.0,Purchase,none
91eca6b7-2d7b-4702-a365-798bcb6bb8fe,edcd465e-3638-4821-b6e0-7cc06c52c49f,ac78dec5-d639-48aa-9650-e1f322315476,1c179c69-9535-49c6-8379-b61d1a9e82f5,00000000-0000-0000-0000-000000000001,2026-08-26T06:41:13.389198+00:00,175.61,0.0,Purchase,none
322f01ee-4311-46d0-be5c-997c5b93f3f5,3e351128-7900-47f9-9382-9b43922fe15a,6a91cc2f-3d80-476c-aaeb-5b203612bea1,fcfd348c-00f0-47fe-b8e7-bcf5854c0d1f,00000000-0000-0000-0000-000000000001,2026-08-26T06:41:44.893270+00:00,241.85,0.0,Purchase,none
c34ed522-36e9-46f7-a92d-f326570978fd,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,509f882c-995b-4c7f-a817-1f374d0f3055,797e3984-ded7-43ef-b5e4-a9c12d761ffa,00000000-0000-0000-0000-000000000001,2026-08-26T06:41:47.838565+00:00,180.38,0.0,Purchase,none
daf49b6f-ffb4-4ed3-83a8-98aef064bbeb,14296c07-f26b-4776-913e-4de2e0c53cb8,b27c2198-c0f0-4059-82ab-748e23b622c3,95866982-f7e8-48a2-821d-f2cfd9fc13b8,00000000-0000-0000-0000-000000000001,2026-08-26T06:41:55.734733+00:00,53.13,0.0,Purchase,none
e3616c92-1753-44cd-ab9d-e57b80706987,e2acf72f-9e57-4f7a-a0ee-89aed453dd32,9eb4029d-0c34-457b-ac84-d8065c15ce4f,9a2fc701-f3af-4b09-8c12-6e0e121af952,00000000-0000-0000-0000-000000000001,2026-08-26T06:42:20.526671+00:00,262.66,0.0,Purchase,none
3099e172-a72c-467c-9439-6e8e5a7c64f7,47229389-571a-4876-ac30-7511b2b9437a,911f61d2-fabd-4bbe-8185-f8b9240b9122,e7ba26ac-ab7a-4d1c-8cfe-f6833e11bafe,00000000-0000-0000-0000-000000000001,2026-08-26T06:42:38.280883+00:00,71.98,0.0,Purchase,none
909d8248-0286-46cd-88aa-fc350becfc1c,8715a103-43da-4043-aa45-c2ab8cbfedb0,5bd3f3b8-9e70-40c0-8711-981b18934f59,df8b4008-7d01-45a3-8041-f5d49549e631,00000000-0000-0000-0000-000000000001,2026-08-26T06:43:03.822605+00:00,265.56,0.0,Purchase,none
91264cde-4ee5-4e91-8773-f06c95c53c14,b535106e-122c-4a56-81d7-425638602ab6,f083f431-161d-41ad-8286-dd21d6f42cc6,bcc9c2e6-9d2f-4a3e-a7b4-f9c831b5efb0,00000000-0000-0000-0000-000000000001,2026-08-26T06:44:17.515218+00:00,200.4,0.0,Purchase,none
7d4d1c83-fb06-488c-808a-304ddcd7d7e0,72ff5d2a-386e-4be0-ab65-a6a48b8148f6,7a704336-be2d-4932-b8a7-f4186132fbac,ce972144-4d17-494c-9288-cbf5a6bd63a4,00000000-0000-0000-0000-000000000001,2026-08-26T06:44:43.104402+00:00,189.1,0.0,Purchase,none
f1a6e166-e424-4c55-96cd-65eb05927e6f,4b22d308-1c8e-4ee9-9715-bd6fa4161293,7a78c095-2c83-4ba6-a540-598f4ab461c2,9d6ba3b5-cda8-48b5-adf6-cca41761f1ce,00000000-0000-0000-0000-000000000001,2026-08-26T06:44:50.047195+00:00,147.39,0.0,Purchase,none
9ff17773-18c5-4e3a-ad75-cb005afc2113,e2acf72f-9e57-4f7a-a0ee-89aed453dd32,62c8e16f-b0de-45b6-a041-207c909bfd51,4674a0eb-47ed-46dd-9da4-ec0f21ee0f6c,00000000-0000-0000-0000-000000000001,2026-08-26T06:44:53.561295+00:00,262.66,0.0,Purchase,none
3fdaee3b-a0ad-40cd-b23c-c9f8e31c18f2,29a3b2e9-5d65-4441-9588-42dea2bc372f,511f18df-1096-4fc1-949e-b6f69b3612ea,3955b110-fc2e-4301-9232-231d8dd7b77d,00000000-0000-0000-0000-000000000001,2026-08-26T06:45:53.460650+00:00,129.95,0.0,Purchase,none
e874a9f5-e6ae-497a-b63b-ea6f0c62c937,b8db0672-f42d-47cc-80d4-af5974273ca3,94073ca9-b7d2-4c00-8d8a-afbec2ef2c54,567e642e-052d-4b9a-9f58-4603e5a3d8e9,00000000-0000-0000-0000-000000000001,2026-08-26T06:45:54.941789+00:00,266.48,0.0,Purchase,none
13cc068c-832f-4621-adb6-9f24cf4860ec,11ce5dd2-b45e-41f0-b139-d32c93cd59bf,8d1b8437-28e7-424a-9021-77ee69d8d5e4,08a5ad03-3f4f-4031-b025-5b9dc5bcc4cd,00000000-0000-0000-0000-000000000001,2026-08-26T06:46:00.060961+00:00,42.37,0.0,Purchase,none
1d9d1af5-269b-46c9-b705-426fc4c5f34c,080aadfb-e7c9-4b26-9141-25c63a9bedd4,2721cd89-43c0-4406-8324-4631a8d9c318,a3a6ef83-cab6-4107-afd6-9b3af2dd9456,00000000-0000-0000-0000-000000000001,2026-08-26T06:46:52.708779+00:00,262.1,0.0,Purchase,none
435a594f-0dcb-4860-9e32-63a9ee6b7509,fa5d3100-11b7-4948-90e6-e6607c69dee1,338a9348-7ae3-4ac1-aaf4-b41f8eb223bf,cc8cc291-fa23-48bc-86e4-abacf0effa1e,00000000-0000-0000-0000-000000000001,2026-08-26T06:47:26.466732+00:00,235.36,0.0,Purchase,none
9c0dd487-df51-41ea-8951-44e33483d501,e2acf72f-9e57-4f7a-a0ee-89aed453dd32,22a89e9b-6ee7-4487-96af-a0b2901999d4,aa4e8b03-18b6-4fc7-bb50-f94f28bfffdd,00000000-0000-0000-0000-000000000001,2026-08-26T06:48:51.138714+00:00,262.66,0.0,Purchase,none
